Nature du contrat;Code de catégorie;Description de la catégorie;Catégorie;Code UNSPSC;Description du code UNSPSC;Description détaillée du code UNSPSC
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101603;Tables extérieures ou de pique-nique;Tables extérieures ou de pique-nique/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101604;Balançoires extérieures;Balançoires extérieures/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101605;Bancs extérieurs;Bancs extérieurs/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101606;Jardinières;Jardinières/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101607;Séchoirs à linge extérieurs;Séchoirs à linge extérieurs/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101608;Supports à vélos;Supports à vélos/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101700;Ameublement de bureau;Ameublement de bureau/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101701;Bahuts;Bahuts/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101702;Classeurs ou accessoires;Classeurs ou accessoires/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101703;Bureaux;Bureaux/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101704;Piètements de table;Piètements de table/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101705;Vitrines - présentoirs;Vitrines - présentoirs/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101706;Tables de conférence;Tables de conférence/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101707;Tables à dessin;Tables à dessin/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101708;Classeurs mobiles;Classeurs mobiles/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101710;Supports ou chariots pour projecteur;Supports ou chariots pour projecteur/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101711;Modules de connexion pour meubles modulaires;Modules de connexion pour meubles modulaires/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101712;Caissons de bureaux;Caissons de bureaux/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101713;Rallonges de bureaux;Rallonges de bureaux/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101714;Râteliers pour reliures;Râteliers pour reliures/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101715;Classe-courriers ou range-tout;Classe-courriers ou range-tout/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101716;Étagères pour poste de travail;Étagères pour poste de travail/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101717;Accessoires pour surélever une table;Accessoires pour surélever une table/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101800;Ameublement et accessoires pour bébé et tout-petit;Ameublement et accessoires pour bébé et tout-petit/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101804;Lits d'enfant ou parcs ou accessoires;Lits d'enfant ou parcs ou accessoires/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101806;Chaises hautes ou accessoires;Chaises hautes ou accessoires/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101811;Couffins ou berceaux;Couffins ou berceaux/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101812;Tables à langer ou accessoires;Tables à langer ou accessoires/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101900;Pièces et accessoires d'ameublement;Pièces et accessoires d'ameublement/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101901;Plateaux ou surfaces de travail;Plateaux ou surfaces de travail/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101902;Disques pour déménager le mobilier;Disques pour déménager le mobilier/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101903;Patins ou embouts ou coussinets pour pieds de meubles;Patins ou embouts ou coussinets pour pieds de meubles/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101904;Piètements ou pieds ou pieds extensibles;Piètements ou pieds ou pieds extensibles/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101905;Panneaux assemblés ou non assemblés;Panneaux assemblés ou non assemblés/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101906;Rallonges de table;Rallonges de table/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56101907;Housses pour ameublement;Housses pour ameublement/Ameublement de maison et de bureau
Approvisionnement;G17;Ameublement;G17 - Ameublement;56110000;Ameublement commercial et industriel;Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111500;Postes de travail et ensembles de bureau;Postes de travail et ensembles de bureau/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111501;Ensembles modulaires de réception;Ensembles modulaires de réception/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111502;Ensembles non modulaires de direction;Ensembles non modulaires de direction/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111503;Ensembles modulaires de direction;Ensembles modulaires de direction/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111504;Ensembles non modulaires de cadre;Ensembles non modulaires de cadre/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111505;Ensembles modulaires de cadre;Ensembles modulaires de cadre/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111506;Ensembles non modulaires pour le personnel;Ensembles non modulaires pour le personnel/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111507;Ensembles modulaires pour le personnel;Ensembles modulaires pour le personnel/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111508;Ensembles non modulaires techniques;Ensembles non modulaires techniques/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111509;Ensembles modulaires techniques;Ensembles modulaires techniques/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111510;Ensembles non modulaires administratifs;Ensembles non modulaires administratifs/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111511;Ensembles modulaires administratifs;Ensembles modulaires administratifs/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111512;Ensembles non modulaires de réception;Ensembles non modulaires de réception/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111513;Ensembles non modulaires de salle de conférence;Ensembles non modulaires de salle de conférence/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111514;Ensembles modulaires de guichet;Ensembles modulaires de guichet/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111600;Système de panneaux;Système de panneaux/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111601;Écran pour système de panneaux;Écran pour système de panneaux/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111602;Rangements pour système de panneaux;Rangements pour système de panneaux/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111603;Classements pour système de panneaux;Classements pour système de panneaux/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111604;Plans de travail pour système de panneaux;Plans de travail pour système de panneaux/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111605;Produits d'éclairage ou de collecte de données pour panneaux;Produits d'éclairage ou de collecte de données pour panneaux/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111606;Pièces ou accessoires pour panneaux;Pièces ou accessoires pour panneaux/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111700;Systèmes non modulaires;Systèmes non modulaires/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111701;Bureaux - non modulaires;Bureaux - non modulaires/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111702;Bahuts non - modulaires;Bahuts non - modulaires/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111703;Rangements - non modulaires;Rangements - non modulaires/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111704;Classements - non modulaires;Classements - non modulaires/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111705;Produits d'éclairage d'alimentation ou de collecte de données  - non modulaires;Produits d'éclairage d'alimentation ou de collecte de données  - non modulaires/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111706;Pièces ou accessoires - non modulaires;Pièces ou accessoires - non modulaires/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111707;Étagères - non modulaires;Étagères - non modulaires/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111800;Ameublement auto-portant;Ameublement auto-portant/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111801;Produits d'éclairage, d'alimentation ou de collecte de données - ameublement auto-portant;Produits d'éclairage, d'alimentation ou de collecte de données - ameublement auto-portant/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111802;Tables - ameublement auto-portant;Tables - ameublement auto-portant/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111803;Rangements - ameublement auto-portant;Rangements - ameublement auto-portant/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111804;Classements - ameublement auto-portant;Classements - ameublement auto-portant/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111805;Pièces ou accessoires pour auto-portant;Pièces ou accessoires pour auto-portant/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111900;Ameublement industriel;Ameublement industriel/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111901;Produits pour éclairage, d'alimentation ou de collecte de données industriels;Produits pour éclairage, d'alimentation ou de collecte de données industriels/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111902;Surfaces de travail industrielles;Surfaces de travail industrielles/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111903;Unités de rangement industrielles;Unités de rangement industrielles/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111904;Classements industriels;Classements industriels/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111905;Pièces ou accessoires industriels;Pièces ou accessoires industriels/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111906;Armoires ou classeurs ou étagères industriels;Armoires ou classeurs ou étagères industriels/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56111907;Chariots à outils industriels;Chariots à outils industriels/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112000;Ameublement pour ordinateur;Ameublement pour ordinateur/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112001;Poduits d'éclairage, de collecte de données pour ordinateur;Poduits d'éclairage, de collecte de données pour ordinateur/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112002;Surfaces de travail pour ordinateur;Surfaces de travail pour ordinateur/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112003;Accessoires de rangement pour ordinateur;Accessoires de rangement pour ordinateur/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112004;Accessoires de classement pour ordinateur;Accessoires de classement pour ordinateur/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112005;Pièces ou accessoires pour ordinateur;Pièces ou accessoires pour ordinateur/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112100;Sièges;Sièges/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112101;Sièges pour auditorium et stade;Sièges pour auditorium et stade/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112102;Sièges de travail;Sièges de travail/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112103;Sièges pour invités;Sièges pour invités/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112104;Sièges de direction;Sièges de direction/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112105;Meubles de salon;Meubles de salon/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112106;Tabourets;Tabourets/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112107;Pièces ou accessoires de sièges;Pièces ou accessoires de sièges/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112108;Ensembles chaise-bureau;Ensembles chaise-bureau/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112109;Bancs;Bancs/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112110;Sièges de musicien;Sièges de musicien/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112200;Installations de bureau;Installations de bureau/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112201;Ecrans pour bureau;Ecrans pour bureau/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112202;Composants de stockage pour bureau;Composants de stockage pour bureau/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112203;Composants organisationnels de bureau;Composants organisationnels de bureau/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112204;Surfaces de travail;Surfaces de travail/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56112206;Parties ou accessoires associés à l'installation de bureau;Parties ou accessoires associés à l'installation de bureau/Ameublement commercial et industriel
Approvisionnement;G17;Ameublement;G17 - Ameublement;56120000;Ameublement et accessoires scolaires et institutionnels;Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121000;Meubles de bibliothèque;Meubles de bibliothèque/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121001;Chariots à livres;Chariots à livres/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121002;Accessoires de prêt, bureaux ou éléments de bibliothèque;Accessoires de prêt, bureaux ou éléments de bibliothèque/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121003;Postes de retour des livres;Postes de retour des livres/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121004;Fichiers;Fichiers/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121005;Porte-livres - ameublement;Porte-livres - ameublement/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121006;Banquettes;Banquettes/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121007;Tables pour le public;Tables pour le public/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121008;Présentoirs pour livres;Présentoirs pour livres/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121009;Pupitres de lecture;Pupitres de lecture/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121010;Kiosques de livres;Kiosques de livres/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121011;Présentoirs pour disques compacts ou audiocassettes;Présentoirs pour disques compacts ou audiocassettes/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121012;Présentoirs rotatifs;Présentoirs rotatifs/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121014;Accessoires pour suspendre les sacs ou sacs;Accessoires pour suspendre les sacs ou sacs/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121100;Ameublement pour salle de cours en art;Ameublement pour salle de cours en art/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121101;Chevalets;Chevalets/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121102;Tables et bancs de travail pour étudiants;Tables et bancs de travail pour étudiants/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121200;Meubles pour salle de premiers soins;Meubles pour salle de premiers soins/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121201;Chaises de premiers soins;Chaises de premiers soins/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121300;Accessoires pour établissements d'enseignement général;Accessoires pour établissements d'enseignement général/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121301;Estrades;Estrades/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121302;Chariots pour tables ou pour chaises;Chariots pour tables ou pour chaises/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121303;Tapis-brosses de caoutchouc;Tapis-brosses de caoutchouc/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121304;Tables à plans;Tables à plans/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121400;Ameublement pour caféteria et salle à manger;Ameublement pour caféteria et salle à manger/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121401;Tables mobiles avec bancs;Tables mobiles avec bancs/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121402;Tables mobiles avec tabourets;Tables mobiles avec tabourets/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121403;Tables mobiles;Tables mobiles/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121500;Ameublement pour salle de classe;Ameublement pour salle de classe/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121501;Tables d'activités;Tables d'activités/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121502;Chaises de classe;Chaises de classe/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121503;Bancs de classe;Bancs de classe/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121504;Tabourets de classe;Tabourets de classe/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121505;Tables de classe;Tables de classe/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121506;Bureaux pour étudiants;Bureaux pour étudiants/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121507;Cabines d'étude;Cabines d'étude/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121508;Bureaux d'ordinateur pour étudiants;Bureaux d'ordinateur pour étudiants/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121509;Tables d'ordinateur pour étudiants;Tables d'ordinateur pour étudiants/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121600;Ameublement récréatif et de repos pour garderies et centres de la petite enfance;Ameublement récréatif et de repos pour garderies et centres de la petite enfance/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121601;Ensembles de salon pour enfants;Ensembles de salon pour enfants/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121602;Canapés pour enfants;Canapés pour enfants/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121603;Bergères pour enfants;Bergères pour enfants/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121604;Fauteuils poires pour enfants;Fauteuils poires pour enfants/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121605;Cloisons basses ou panneaux de jeux bas;Cloisons basses ou panneaux de jeux bas/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121606;Matelas pour enfants;Matelas pour enfants/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121607;Porte-matelas;Porte-matelas/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121608;Lits d'enfant;Lits d'enfant/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121609;Porte-lits;Porte-lits/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121610;Ensembles d'activités pour lits d'enfant;Ensembles d'activités pour lits d'enfant/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121700;Bibliothèques et meubles de rangement pour salle de classe;Bibliothèques et meubles de rangement pour salle de classe/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121701;Meubles de rangement;Meubles de rangement/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121702;Meubles - bibliothèques pour salle de classe;Meubles - bibliothèques pour salle de classe/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121703;Casiers de rangement;Casiers de rangement/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121704;Armoires de rangement pour établissement;Armoires de rangement pour établissement/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121800;Ameublement et accessoires pour salles de classe de l'enseignement professionnel;Ameublement et accessoires pour salles de classe de l'enseignement professionnel/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121801;Armoires à outils pour l'enseignement technique;Armoires à outils pour l'enseignement technique/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121802;Armoires à outils pour le travail général d'atelier;Armoires à outils pour le travail général d'atelier/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121803;Armoires à outils pour le travail du bois;Armoires à outils pour le travail du bois/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121804;Bureaux techniques pour instructeurs;Bureaux techniques pour instructeurs/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121805;Armoires à plan - classeur à plan;Armoires à plan - classeur à plan/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121900;Ameublement de démonstration;Ameublement de démonstration/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56121901;Tables de démonstration pour machine à coudre;Tables de démonstration pour machine à coudre/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56122000;Meubles de laboratoire;Meubles de laboratoire/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56122001;Tabourets de laboratoire;Tabourets de laboratoire/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56122002;Meubles de rangement et accessoires pour laboratoire;Meubles de rangement et accessoires pour laboratoire/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56122003;Postes de travail pour laboratoire;Postes de travail pour laboratoire/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;56122004;Éviers de laboratoire;Éviers de laboratoire/Ameublement et accessoires scolaires et institutionnels
Approvisionnement;G17;Ameublement;G17 - Ameublement;60121143;Panneaux d'exposition;Panneaux d'exposition/Arts et matériel d'artisanat, accessoires et fournitures
G18 - Équipement industriel;;;;;;
Nature du contrat;Code de catégorie;Description de la catégorie;Catégorie;Code UNSPSC;Description du code UNSPSC;Description détaillée du code UNSPSC
Approvisionnement;G18;Équipement industriel;G18 - Équipement industriel;20000000;Machines et accessoires - mine et forage de puits;Machines et accessoires - mine et forage de puits
Approvisionnement;G18;Équipement industriel;G18 - Équipement industriel;20122400;Matériel pour systèmes de production;Matériel pour systèmes de production/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G18;Équipement industriel;G18 - Équipement industriel;20122401;Générateurs d'ondes de choc;Générateurs d'ondes de choc/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G18;Équipement industriel;G18 - Équipement industriel;20122402;Évaporateurs - production - champ pétrolifère;Évaporateurs - production - champ pétrolifère/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G18;Équipement industriel;G18 - Équipement industriel;20122403;Appareils d'essai diélectrique;Appareils d'essai diélectrique/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G18;Équipement industriel;G18 - Équipement industriel;20122404;Machines à roder - champ pétrolifère;Machines à roder - champ pétrolifère/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G18;Équipement industriel;G18 - Équipement industriel;20122405;Raccords de levage - côté moteur;Raccords de levage - côté moteur/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G18;Équipement industriel;G18 - Équipement industriel;20122406;Appareils d'essai diélectrique - pétrole;Appareils d'essai diélectrique - pétrole/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G18;Équipement industriel;G18 - Équipement industriel;20122407;Unités de remplissage sous vide - pétrole;Unités de remplissage sous vide - pétrole/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
Approvisionnement;G18;Équipement industriel;G18 - Équipement industriel;20122408;Redresseurs - production - champ pétrolifère;Redresseurs - production - champ pétrolifère/Matériel et équipement d'exploration ou de forage de puits de pétrole et de gaz
